category,display_name,id,bestair,definition,source,time,method,formula,equipment,link
15a - Imaging - Cardiac - Echocardiography,Ratio of early mitral inflow velocity to lateral mitral annular early diastolic velocity,eeprimelat,eeprimelat,Ratio of early mitral inflow velocity to lateral mitral annular early diastolic velocity (E/E' Lateral) ,,,Ed,,,
15a - Imaging - Cardiac - Echocardiography,Peak E wave velocity,ewave,ewave,Peak E wave velocity,,,Ed,,,
15a - Imaging - Cardiac - Echocardiography,Interatrial septum status,iasep,iasep,Interatrial septum status,,,Ed,,,
15a - Imaging - Cardiac - Echocardiography,Interventricular septum thickness,ivs,ivs,Parasternal long axis view: Interventricular septum thickness,,,Ed,,,
15a - Imaging - Cardiac - Echocardiography,Left atrial volume,lav,lav,Left atrial volume (LAV),,,Ed,,,
15a - Imaging - Cardiac - Echocardiography,Left atrial volume index,lavi,lavi,Left atrial volume index (LAVI),,,Ed,,,
15a - Imaging - Cardiac - Echocardiography,Left ventricular end-diastolic diameter,lvedd,lvedd,Parasternal long axis view: Left ventricular end-diastolic diameter (LV - EDD),,,Ed,,,
15a - Imaging - Cardiac - Echocardiography,End-diastolic volume,lvedv,lvedv,End-diastolic volume (EDV),,,Ed,,,
15a - Imaging - Cardiac - Echocardiography,Ejection fraction,lvef,lvef,Ejection fraction (EF),,,Ed,,,
15a - Imaging - Cardiac - Echocardiography,Left ventricular end-systolic diameter,lvesd,lvesd,Parasternal long axis view: Left ventricular end-systolic diameter (LV - ESD),,,Ed,,,
15a - Imaging - Cardiac - Echocardiography,End-systolic volume,lvesv,lvesv,End-systolic volume (ESV),,,Ed,,,
15a - Imaging - Cardiac - Echocardiography,Left ventricular mass,lvm,lvm,Left ventricular mass (LVM),,,Ed,,,
15a - Imaging - Cardiac - Echocardiography,Left ventricular mass index,lvmi,lvmi,Left ventricular mass index (LVMI),,,Ed,,,
15a - Imaging - Cardiac - Echocardiography,Interatrial shunt,pfo,pfo,Interatrial shunt,,,Ed,,,
15a - Imaging - Cardiac - Echocardiography,Pulmonary vascular resistance,pvr,pvr,Pulmonary vascular resistance,,,Ed,,,
15a - Imaging - Cardiac - Echocardiography,Posterior wall thickness,pw,pw,Parasternal long axis view: Posterior wall thickness (PWT),,,Ed,,,
15a - Imaging - Cardiac - Echocardiography,Right ventricular fractional area change,rvfac,rvfac,Right ventricular fractional area change (RVFAC),,,Ed,,,
15a - Imaging - Cardiac - Echocardiography,Right ventricular outflow tract velocity time integral,rvotvti,rvotvti,Right ventricular outflow tract (RVOT) velocity time integral (VTI),,,Ed,,,
15a - Imaging - Cardiac - MRI,Cardiac MRI,cardmri,,,,,Md,,,
15a - Imaging - Cardiac - CT,Coronary calcium scan,coroncalcscan,,,,,Cd,,,
15b - Imaging - Carotid Artery,Carotid ultrasound - plaque,carotidusplaque,,,,,Artd,,,
15b - Imaging - Carotid Artery,Carotid ultrasound - intima media thickness,carotidusimt,,,,,Artd,,,
15c - Imaging - Pulmonary,Lung volume assessment,lungvolassess,,,,,,,,
16 - Signal Processing/EEG/Spectral Analysis,Alpha band end,spectalphabandend,,,,,EEG/d,,,
16 - Signal Processing/EEG/Spectral Analysis,Alpha band start,spectalphabandstart,,,,,EEG/d,,,
16 - Signal Processing/EEG/Spectral Analysis,Log transformed alpha power density in NREM sleep,spectalphalognrem,,,,,EEG/d,,,
16 - Signal Processing/EEG/Spectral Analysis,Log transformed alpha power density in REM sleep,spectalphalogrem,,,,,EEG/d,,,
16 - Signal Processing/EEG/Spectral Analysis,Log transformed alpha power density in sleep,spectalphalogsleep,,,,,EEG/d,,,
16 - Signal Processing/EEG/Spectral Analysis,Alpha power density in NREM sleep,spectalphanrem,,,,,EEG/d,,,
16 - Signal Processing/EEG/Spectral Analysis,Alpha power density in REM sleep,spectalpharem,,,,,EEG/d,,,
16 - Signal Processing/EEG/Spectral Analysis,Alpha power density in sleep,spectalphasleep,,,,,EEG/d,,,
16 - Signal Processing/EEG/Spectral Analysis,Beta band end,spectbetabandend,,,,,EEG/d,,,
16 - Signal Processing/EEG/Spectral Analysis,Beta band start,spectbetabandstart,,,,,EEG/d,,,
16 - Signal Processing/EEG/Spectral Analysis,Log transformed beta power density in NREM sleep,spectbetalognrem,,,,,EEG/d,,,
16 - Signal Processing/EEG/Spectral Analysis,Log transformed beta power density in REM sleep,spectbetalogrem,,,,,EEG/d,,,
16 - Signal Processing/EEG/Spectral Analysis,Log transformed beta power density in sleep,spectbetalogsleep,,,,,EEG/d,,,
16 - Signal Processing/EEG/Spectral Analysis,Beta power density in NREM sleep,spectbetanrem,,,,,EEG/d,,,
16 - Signal Processing/EEG/Spectral Analysis,Beta power density in REM sleep,spectbetarem,,,,,EEG/d,,,
16 - Signal Processing/EEG/Spectral Analysis,Beta power density in sleep,spectbetasleep,,,,,EEG/d,,,
16 - Signal Processing/EEG/Spectral Analysis,Delta band end,spectdeltabandend,,,,,EEG/d,,,
16 - Signal Processing/EEG/Spectral Analysis,Delta band start,spectdeltabandstart,,,,,EEG/d,,,
16 - Signal Processing/EEG/Spectral Analysis,Log transformed delta power density in NREM sleep,spectdeltalognrem,,,,,EEG/d,,,
16 - Signal Processing/EEG/Spectral Analysis,Log transformed delta power density in REM sleep,spectdeltalogrem,,,,,EEG/d,,,
16 - Signal Processing/EEG/Spectral Analysis,Log transformed delta power density in sleep,spectdeltalogsleep,,,,,EEG/d,,,
16 - Signal Processing/EEG/Spectral Analysis,Delta power density in NREM sleep,spectdeltanrem,,,,,EEG/d,,,
16 - Signal Processing/EEG/Spectral Analysis,Delta power density in REM sleep,spectdeltarem,,,,,EEG/d,,,
16 - Signal Processing/EEG/Spectral Analysis,Delta power density in sleep,spectdeltasleep,,,,,EEG/d,,,
16 - Signal Processing/EEG/Spectral Analysis,Fast sigma band end,spectfastsigmabandend,,,,,EEG/d,,,
16 - Signal Processing/EEG/Spectral Analysis,Fast sigma band start,spectfastsigmabandstart,,,,,EEG/d,,,
16 - Signal Processing/EEG/Spectral Analysis,Log transformed fast sigma power density in NREM sleep,spectfastsigmalognrem,,,,,EEG/d,,,
16 - Signal Processing/EEG/Spectral Analysis,Log transformed fast sigma power density in REM sleep,spectfastsigmalogrem,,,,,EEG/d,,,
16 - Signal Processing/EEG/Spectral Analysis,Log transformed fast sigma power density in sleep,spectfastsigmalogsleep,,,,,EEG/d,,,
16 - Signal Processing/EEG/Spectral Analysis,Fast sigma power density in NREM sleep,spectfastsigmanrem,,,,,EEG/d,,,
16 - Signal Processing/EEG/Spectral Analysis,Fast sigma power density in REM sleep,spectfastsigmarem,,,,,EEG/d,,,
16 - Signal Processing/EEG/Spectral Analysis,Fast sigma power density in sleep,spectfastsigmasleep,,,,,EEG/d,,,
16 - Signal Processing/EEG/Spectral Analysis,NREM power density at 0.5 Hertz,spectnrem0point5hz,,,,,EEG/d,,,
16 - Signal Processing/EEG/Spectral Analysis,NREM power density at 0 Hertz,spectnrem0hz,,,,,EEG/d,,,
16 - Signal Processing/EEG/Spectral Analysis,NREM power density at 10.5 Hertz,spectnrem10point5hz,,,,,EEG/d,,,
16 - Signal Processing/EEG/Spectral Analysis,NREM power density at 10.0 Hertz,spectnrem10hz,,,,,EEG/d,,,
16 - Signal Processing/EEG/Spectral Analysis,NREM power density at 11.5 Hertz,spectnrem11point5hz,,,,,EEG/d,,,
16 - Signal Processing/EEG/Spectral Analysis,NREM power density at 11.0 Hertz,spectnrem11hz,,,,,EEG/d,,,
16 - Signal Processing/EEG/Spectral Analysis,NREM power density at 12.5 Hertz,spectnrem12point5hz,,,,,EEG/d,,,
16 - Signal Processing/EEG/Spectral Analysis,NREM power density at 12.0 Hertz,spectnrem12hz,,,,,EEG/d,,,
16 - Signal Processing/EEG/Spectral Analysis,NREM power density at 13.5 Hertz,spectnrem13point5hz,,,,,EEG/d,,,
16 - Signal Processing/EEG/Spectral Analysis,NREM power density at 13.0 Hertz,spectnrem13hz,,,,,EEG/d,,,
16 - Signal Processing/EEG/Spectral Analysis,NREM power density at 14.5 Hertz,spectnrem14point5hz,,,,,EEG/d,,,
16 - Signal Processing/EEG/Spectral Analysis,NREM power density at 14.0 Hertz,spectnrem14hz,,,,,EEG/d,,,
16 - Signal Processing/EEG/Spectral Analysis,NREM power density at 15.5 Hertz,spectnrem15point5hz,,,,,EEG/d,,,
16 - Signal Processing/EEG/Spectral Analysis,NREM power density at 15.0 Hertz,spectnrem15hz,,,,,EEG/d,,,
16 - Signal Processing/EEG/Spectral Analysis,NREM power density at 16.5 Hertz,spectnrem16point5hz,,,,,EEG/d,,,
16 - Signal Processing/EEG/Spectral Analysis,NREM power density at 16.0 Hertz,spectnrem16hz,,,,,EEG/d,,,
16 - Signal Processing/EEG/Spectral Analysis,NREM power density at 17.5 Hertz,spectnrem17point5hz,,,,,EEG/d,,,
16 - Signal Processing/EEG/Spectral Analysis,NREM power density at 17.0 Hertz,spectnrem17hz,,,,,EEG/d,,,
16 - Signal Processing/EEG/Spectral Analysis,NREM power density at 18.5 Hertz,spectnrem18point5hz,,,,,EEG/d,,,
16 - Signal Processing/EEG/Spectral Analysis,NREM power density at 18.0 Hertz,spectnrem18hz,,,,,EEG/d,,,
16 - Signal Processing/EEG/Spectral Analysis,NREM power density at 19.5 Hertz,spectnrem19point5hz,,,,,EEG/d,,,
16 - Signal Processing/EEG/Spectral Analysis,NREM power density at 19.0 Hertz,spectnrem19hz,,,,,EEG/d,,,
16 - Signal Processing/EEG/Spectral Analysis,NREM power density at 1.5 Hertz,spectnrem1point5hz,,,,,EEG/d,,,
16 - Signal Processing/EEG/Spectral Analysis,NREM power density at 1.0 Hertz,spectnrem1hz,,,,,EEG/d,,,
16 - Signal Processing/EEG/Spectral Analysis,NREM power density at 20.5 Hertz,spectnrem20point5hz,,,,,EEG/d,,,
16 - Signal Processing/EEG/Spectral Analysis,NREM power density at 20.0 Hertz,spectnrem20hz,,,,,EEG/d,,,
16 - Signal Processing/EEG/Spectral Analysis,NREM power density at 21.5 Hertz,spectnrem21point5hz,,,,,EEG/d,,,
16 - Signal Processing/EEG/Spectral Analysis,NREM power density at 21.0 Hertz,spectnrem21hz,,,,,EEG/d,,,
16 - Signal Processing/EEG/Spectral Analysis,NREM power density at 22.5 Hertz,spectnrem22point5hz,,,,,EEG/d,,,
16 - Signal Processing/EEG/Spectral Analysis,NREM power density at 22.0 Hertz,spectnrem22hz,,,,,EEG/d,,,
16 - Signal Processing/EEG/Spectral Analysis,NREM power density at 23.5 Hertz,spectnrem23point5hz,,,,,EEG/d,,,
16 - Signal Processing/EEG/Spectral Analysis,NREM power density at 23.0 Hertz,spectnrem23hz,,,,,EEG/d,,,
16 - Signal Processing/EEG/Spectral Analysis,NREM power density at 24.5 Hertz,spectnrem24point5hz,,,,,EEG/d,,,
16 - Signal Processing/EEG/Spectral Analysis,NREM power density at 24.0 Hertz,spectnrem24hz,,,,,EEG/d,,,
16 - Signal Processing/EEG/Spectral Analysis,NREM power density at 25.0 Hertz,spectnrem25hz,,,,,EEG/d,,,
16 - Signal Processing/EEG/Spectral Analysis,NREM power density at 2.5 Hertz,spectnrem2point5hz,,,,,EEG/d,,,
16 - Signal Processing/EEG/Spectral Analysis,NREM power density at 2.0 Hertz,spectnrem2hz,,,,,EEG/d,,,
16 - Signal Processing/EEG/Spectral Analysis,NREM power density at 3.5 Hertz,spectnrem3point5hz,,,,,EEG/d,,,
16 - Signal Processing/EEG/Spectral Analysis,NREM power density at 3.0 Hertz,spectnrem3hz,,,,,EEG/d,,,
16 - Signal Processing/EEG/Spectral Analysis,NREM power density at 4.5 Hertz,spectnrem4point5hz,,,,,EEG/d,,,
16 - Signal Processing/EEG/Spectral Analysis,NREM power density at 4.0 Hertz,spectnrem4hz,,,,,EEG/d,,,
16 - Signal Processing/EEG/Spectral Analysis,NREM power density at 5.5 Hertz,spectnrem5point5hz,,,,,EEG/d,,,
16 - Signal Processing/EEG/Spectral Analysis,NREM power density at 5.0 Hertz,spectnrem5hz,,,,,EEG/d,,,
16 - Signal Processing/EEG/Spectral Analysis,NREM power density at 6.5 Hertz,spectnrem6point5hz,,,,,EEG/d,,,
16 - Signal Processing/EEG/Spectral Analysis,NREM power density at 6.0 Hertz,spectnrem6hz,,,,,EEG/d,,,
16 - Signal Processing/EEG/Spectral Analysis,NREM power density at 7.5 Hertz,spectnrem7point5hz,,,,,EEG/d,,,
16 - Signal Processing/EEG/Spectral Analysis,NREM power density at 7.0 Hertz,spectnrem7hz,,,,,EEG/d,,,
16 - Signal Processing/EEG/Spectral Analysis,NREM power density at 8.5 Hertz,spectnrem8point5hz,,,,,EEG/d,,,
16 - Signal Processing/EEG/Spectral Analysis,NREM power density at 8.0 Hertz,spectnrem8hz,,,,,EEG/d,,,
16 - Signal Processing/EEG/Spectral Analysis,NREM power density at 9.5 Hertz,spectnrem9point5hz,,,,,EEG/d,,,
16 - Signal Processing/EEG/Spectral Analysis,NREM power density at 9.0 Hertz,spectnrem9hz,,,,,EEG/d,,,
16 - Signal Processing/EEG/Spectral Analysis,REM power density at 0.5 Hertz,spectrem0point5hz,,,,,EEG/d,,,
16 - Signal Processing/EEG/Spectral Analysis,REM power density at 0 Hertz,spectrem0hz,,,,,EEG/d,,,
16 - Signal Processing/EEG/Spectral Analysis,REM power density at 10.5 Hertz,spectrem10point5hz,,,,,EEG/d,,,
16 - Signal Processing/EEG/Spectral Analysis,REM power density at 10.0 Hertz,spectrem10hz,,,,,EEG/d,,,
16 - Signal Processing/EEG/Spectral Analysis,REM power density at 11.5 Hertz,spectrem11point5hz,,,,,EEG/d,,,
16 - Signal Processing/EEG/Spectral Analysis,REM power density at 11.0 Hertz,spectrem11hz,,,,,EEG/d,,,
16 - Signal Processing/EEG/Spectral Analysis,REM power density at 12.5 Hertz,spectrem12point5hz,,,,,EEG/d,,,
16 - Signal Processing/EEG/Spectral Analysis,REM power density at 12.0 Hertz,spectrem12hz,,,,,EEG/d,,,
16 - Signal Processing/EEG/Spectral Analysis,REM power density at 13.5 Hertz,spectrem13point5hz,,,,,EEG/d,,,
16 - Signal Processing/EEG/Spectral Analysis,REM power density at 13.0 Hertz,spectrem13hz,,,,,EEG/d,,,
16 - Signal Processing/EEG/Spectral Analysis,REM power density at 14.5 Hertz,spectrem14point5hz,,,,,EEG/d,,,
16 - Signal Processing/EEG/Spectral Analysis,REM power density at 14.0 Hertz,spectrem14hz,,,,,EEG/d,,,
16 - Signal Processing/EEG/Spectral Analysis,REM power density at 15.5 Hertz,spectrem15point5hz,,,,,EEG/d,,,
16 - Signal Processing/EEG/Spectral Analysis,REM power density at 15.0 Hertz,spectrem15hz,,,,,EEG/d,,,
16 - Signal Processing/EEG/Spectral Analysis,REM power density at 16.5 Hertz,spectrem16point5hz,,,,,EEG/d,,,
16 - Signal Processing/EEG/Spectral Analysis,REM power density at 16.0 Hertz,spectrem16hz,,,,,EEG/d,,,
16 - Signal Processing/EEG/Spectral Analysis,REM power density at 17.5 Hertz,spectrem17point5hz,,,,,EEG/d,,,
16 - Signal Processing/EEG/Spectral Analysis,REM power density at 17.0 Hertz,spectrem17hz,,,,,EEG/d,,,
16 - Signal Processing/EEG/Spectral Analysis,REM power density at 18.5 Hertz,spectrem18point5hz,,,,,EEG/d,,,
16 - Signal Processing/EEG/Spectral Analysis,REM power density at 18.0 Hertz,spectrem18hz,,,,,EEG/d,,,
16 - Signal Processing/EEG/Spectral Analysis,REM power density at 19.5 Hertz,spectrem19point5hz,,,,,EEG/d,,,
16 - Signal Processing/EEG/Spectral Analysis,REM power density at 19.0 Hertz,spectrem19hz,,,,,EEG/d,,,
16 - Signal Processing/EEG/Spectral Analysis,REM power density at 1.5 Hertz,spectrem1point5hz,,,,,EEG/d,,,
16 - Signal Processing/EEG/Spectral Analysis,REM power density at 1.0 Hertz,spectrem1hz,,,,,EEG/d,,,
16 - Signal Processing/EEG/Spectral Analysis,REM power density at 20.5 Hertz,spectrem20point5hz,,,,,EEG/d,,,
16 - Signal Processing/EEG/Spectral Analysis,REM power density at 20.0 Hertz,spectrem20hz,,,,,EEG/d,,,
16 - Signal Processing/EEG/Spectral Analysis,REM power density at 21.5 Hertz,spectrem21point5hz,,,,,EEG/d,,,
16 - Signal Processing/EEG/Spectral Analysis,REM power density at 21.0 Hertz,spectrem21hz,,,,,EEG/d,,,
16 - Signal Processing/EEG/Spectral Analysis,REM power density at 22.5 Hertz,spectrem22point5hz,,,,,EEG/d,,,
16 - Signal Processing/EEG/Spectral Analysis,REM power density at 22.0 Hertz,spectrem22hz,,,,,EEG/d,,,
16 - Signal Processing/EEG/Spectral Analysis,REM power density at 23.5 Hertz,spectrem23point5hz,,,,,EEG/d,,,
16 - Signal Processing/EEG/Spectral Analysis,REM power density at 23.0 Hertz,spectrem23hz,,,,,EEG/d,,,
16 - Signal Processing/EEG/Spectral Analysis,REM power density at 24.5 Hertz,spectrem24point5hz,,,,,EEG/d,,,
16 - Signal Processing/EEG/Spectral Analysis,REM power density at 24.0 Hertz,spectrem24hz,,,,,EEG/d,,,
16 - Signal Processing/EEG/Spectral Analysis,REM power density at 25.0 Hertz,spectrem25hz,,,,,EEG/d,,,
16 - Signal Processing/EEG/Spectral Analysis,REM power density at 2.5 Hertz,spectrem2point5hz,,,,,EEG/d,,,
16 - Signal Processing/EEG/Spectral Analysis,REM power density at 2.0 Hertz,spectrem2hz,,,,,EEG/d,,,
16 - Signal Processing/EEG/Spectral Analysis,REM power density at 3.5 Hertz,spectrem3point5hz,,,,,EEG/d,,,
16 - Signal Processing/EEG/Spectral Analysis,REM power density at 3.0 Hertz,spectrem3hz,,,,,EEG/d,,,
16 - Signal Processing/EEG/Spectral Analysis,REM power density at 4.5 Hertz,spectrem4point5hz,,,,,EEG/d,,,
16 - Signal Processing/EEG/Spectral Analysis,REM power density at 4.0 Hertz,spectrem4hz,,,,,EEG/d,,,
16 - Signal Processing/EEG/Spectral Analysis,REM power density at 5.5 Hertz,spectrem5point5hz,,,,,EEG/d,,,
16 - Signal Processing/EEG/Spectral Analysis,REM power density at 5.0 Hertz,spectrem5hz,,,,,EEG/d,,,
16 - Signal Processing/EEG/Spectral Analysis,REM power density at 6.5 Hertz,spectrem6point5hz,,,,,EEG/d,,,
16 - Signal Processing/EEG/Spectral Analysis,REM power density at 6.0 Hertz,spectrem6hz,,,,,EEG/d,,,
16 - Signal Processing/EEG/Spectral Analysis,REM power density at 7.5 Hertz,spectrem7point5hz,,,,,EEG/d,,,
16 - Signal Processing/EEG/Spectral Analysis,REM power density at 7.0 Hertz,spectrem7hz,,,,,EEG/d,,,
16 - Signal Processing/EEG/Spectral Analysis,REM power density at 8.5 Hertz,spectrem8point5hz,,,,,EEG/d,,,
16 - Signal Processing/EEG/Spectral Analysis,REM power density at 8.0 Hertz,spectrem8hz,,,,,EEG/d,,,
16 - Signal Processing/EEG/Spectral Analysis,REM power density at 9.5 Hertz,spectrem9point5hz,,,,,EEG/d,,,
16 - Signal Processing/EEG/Spectral Analysis,REM power density at 9.0 Hertz,spectrem9hz,,,,,EEG/d,,,
16 - Signal Processing/EEG/Spectral Analysis,Sigma band end,spectsigmabandend,,,,,EEG/d,,,
16 - Signal Processing/EEG/Spectral Analysis,Sigma band start,spectsigmabandstart,,,,,EEG/d,,,
16 - Signal Processing/EEG/Spectral Analysis,Log transformed sigma power density in NREM sleep,spectsigmalognrem,,,,,EEG/d,,,
16 - Signal Processing/EEG/Spectral Analysis,Log transformed sigma power density in REM sleep,spectsigmalogrem,,,,,EEG/d,,,
16 - Signal Processing/EEG/Spectral Analysis,Log transformed sigma power density in sleep,spectsigmalogsleep,,,,,EEG/d,,,
16 - Signal Processing/EEG/Spectral Analysis,Sigma power density in NREM sleep,spectsigmanrem,,,,,EEG/d,,,
16 - Signal Processing/EEG/Spectral Analysis,Sigma power density in REM sleep,spectsigmarem,,,,,EEG/d,,,
16 - Signal Processing/EEG/Spectral Analysis,Sigma power density in sleep,spectsigmasleep,,,,,EEG/d,,,
16 - Signal Processing/EEG/Spectral Analysis,EEG Signal,spectsignal,,,,,EEG/d,,,
16 - Signal Processing/EEG/Spectral Analysis,Slow oscillations band end,spectslowoscbandend,,,,,EEG/d,,,
16 - Signal Processing/EEG/Spectral Analysis,Slow oscillations band start,spectslowoscbandstart,,,,,EEG/d,,,
16 - Signal Processing/EEG/Spectral Analysis,Log transformed slow oscillation power density in NREM sleep,spectslowosclognrem,,,,,EEG/d,,,
16 - Signal Processing/EEG/Spectral Analysis,Log transformed slow oscillation power density in REM sleep,spectslowosclogrem,,,,,EEG/d,,,
16 - Signal Processing/EEG/Spectral Analysis,Log transformed slow oscillation power density in sleep,spectslowosclogsleep,,,,,EEG/d,,,
16 - Signal Processing/EEG/Spectral Analysis,Slow oscillation power density in NREM sleep,spectslowoscnrem,,,,,EEG/d,,,
16 - Signal Processing/EEG/Spectral Analysis,Slow oscillation power density in REM sleep,spectslowoscrem,,,,,EEG/d,,,
16 - Signal Processing/EEG/Spectral Analysis,Slow oscillation power density in sleep,spectslowoscsleep,,,,,EEG/d,,,
16 - Signal Processing/EEG/Spectral Analysis,Slow sigma band end,spectslowsigmabandend,,,,,EEG/d,,,
16 - Signal Processing/EEG/Spectral Analysis,Slow sigma band start,spectslowsigmabandstart,,,,,EEG/d,,,
16 - Signal Processing/EEG/Spectral Analysis,Log transformed slow sigma power density in NREM sleep,spectslowsigmalognrem,,,,,EEG/d,,,
16 - Signal Processing/EEG/Spectral Analysis,Log transformed slow sigma power density in REM sleep,spectslowsigmalogrem,,,,,EEG/d,,,
16 - Signal Processing/EEG/Spectral Analysis,Log transformed slow sigma power density in sleep,spectslowsigmalogsleep,,,,,EEG/d,,,
16 - Signal Processing/EEG/Spectral Analysis,Slow sigma power density in NREM sleep,spectslowsigmanrem,,,,,EEG/d,,,
16 - Signal Processing/EEG/Spectral Analysis,Slow sigma power density in REM sleep,spectslowsigmarem,,,,,EEG/d,,,
16 - Signal Processing/EEG/Spectral Analysis,Slow sigma power density in sleep,spectslowsigmasleep,,,,,EEG/d,,,
16 - Signal Processing/EEG/Spectral Analysis,Theta band end,spectthetabandend,,,,,EEG/d,,,
16 - Signal Processing/EEG/Spectral Analysis,Theta band start,spectthetabandstart,,,,,EEG/d,,,
16 - Signal Processing/EEG/Spectral Analysis,Log transformed theta power density in NREM sleep,spectthetalognrem,,,,,EEG/d,,,
16 - Signal Processing/EEG/Spectral Analysis,Log transformed theta power density in REM sleep,spectthetalogrem,,,,,EEG/d,,,
16 - Signal Processing/EEG/Spectral Analysis,Log transformed theta power density in sleep,spectthetalogsleep,,,,,EEG/d,,,
16 - Signal Processing/EEG/Spectral Analysis,Theta power density in NREM sleep,spectthetanrem,,,,,EEG/d,,,
16 - Signal Processing/EEG/Spectral Analysis,Theta power density in REM sleep,spectthetarem,,,,,EEG/d,,,
16 - Signal Processing/EEG/Spectral Analysis,Theta power density in sleep,spectthetasleep,,,,,EEG/d,,,
16 - Signal Processing/ECG/Heart Rate Variability/Time,Average of all NN intervals,hrvavnn,,,,,ECG/d,,,
16 - Signal Processing/ECG/Heart Rate Variability/Time,Standard deviation of all NN intervals,hrvsdnn,,,,,ECG/d,,,
16 - Signal Processing/ECG/Heart Rate Variability/Time,Standard deviation of the averages of NN intervals in all 5-minute segments of a 24-hour recording,hrvsdann,,,,,ECG/d,,,
16 - Signal Processing/ECG/Heart Rate Variability/Time,Mean of the standard deviations of NN intervals in all 5-minute segments of a 24-hour recording,hrvsdnnidx,,,,,ECG/d,,,
16 - Signal Processing/ECG/Heart Rate Variability/Time,Square root of the mean of the squares of differences between adjacent NN intervals,hrvrmssd,,,,,ECG/d,,,
16 - Signal Processing/ECG/Heart Rate Variability/Time,Percentage of differences between adjacent NN intervals that are greater than 50 ms,hrvpnn50,,,,,ECG/d,,,
16 - Signal Processing/ECG/Heart Rate Variability/Frequency,Total spectral power of all NN intervals up to 0.04 Hz,hrvtotpwr,,,,,ECG/d,,,
16 - Signal Processing/ECG/Heart Rate Variability/Frequency,Total spectral power of all NN intervals up to 0.003 Hz,hrvulf,,,,,ECG/d,,,
16 - Signal Processing/ECG/Heart Rate Variability/Frequency,Total spectral power of all NN intervals between 0.003 and 0.04 Hz,hrvvlf,,,,,ECG/d,,,
16 - Signal Processing/ECG/Heart Rate Variability/Frequency,Total spectral power of all NN intervals between 0.04 and 0.15 Hz,hrvlf,,,,,ECG/d,,,
16 - Signal Processing/ECG/Heart Rate Variability/Frequency,Total spectral power of all NN intervals between 0.15 and 0.4 Hz,hrvhf,,,,,ECG/d,,,
16 - Signal Processing/ECG/Heart Rate Variability/Frequency,Ratio of low to high frequency power,hrvlftohf,,,,,ECG/d,,,
